,theta1,omega1,theta2,omega2
0,0.017453292519943295,0.0,3.776892501315729,0.0
1,0.01832990253075694,0.0873819134815064,3.7790612653307867,0.21638683835018194
2,0.020947248815099084,0.173517443980455,3.7855608350844694,0.4321018769504935
3,0.025267823567944426,0.2571547999903694,3.7963709351947523,0.646462634809048
4,0.031228946117398442,0.33703311327057867,3.811457432738697,0.8587674892558476
5,0.03874256900826781,0.41188190250613105,3.830771902097062,1.0682913904830686
6,0.04769511683717887,0.4804250828688755,3.854251162000417,1.2742876979171704
7,0.057947459796153886,0.5413904707163291,3.8818169242073703,1.4759976822076275
8,0.06933513556227006,0.5935250987627129,3.9133757180345325,1.6726685850730618
9,0.08166893558023433,0.635616180405988,3.9488192661561787,1.863580728423231
10,0.0947359590190907,0.6665165027698952,3.9880254909358546,2.0480830273999544
11,0.10830120332709808,0.6851723099946055,4.030860303538912,2.225635548426336
12,0.12210971700087356,0.6906507696945434,4.077180301889121,2.3958568099693176
13,0.13588926884622063,0.6821636414531707,4.126836437949909,2.558573071394907
14,0.14935342269954377,0.6590833328932425,4.179678669434984,2.7138666603998964
15,0.1622048263752002,0.6209476765650785,4.2355615489108,2.8621209230230535
16,0.17413845518758944,0.5674501796621307,4.2943506679116,3.004060538512001
17,0.18484449355850804,0.4984131905635283,4.355929866023431,3.140787800069962
18,0.19401049052161312,0.4137420175416372,4.420209149697968,3.27381793543782
19,0.2013223907239034,0.313358297373695,4.48713335827367,3.405119706937292
20,0.20646400663874806,0.19711030318641526,4.556691774393176,3.537171395470697
21,0.20911441646776835,0.06465563521847474,4.628929147208879,3.6730481317317785
22,0.20894268601847746,-0.08469237197471816,4.70395894742071,3.8165632670881062
23,0.20559899609622959,-0.2521719510183429,4.781980310005576,3.97250163701612
24,0.1987008386943551,-0.43986601278227905,4.863301031579086,4.147004751603413
25,0.1878119972464764,-0.6511418816357406,4.948370661298683,4.348214705872793
26,0.1724103664132689,-0.8913521424315427,5.037830586941127,4.58737210507243
27,0.15183736102758663,-1.1690220858216787,5.132593639712899,4.8807502491043895
28,0.12521514704595121,-1.49798016541025,5.233976805102277,5.253203195120946
29,0.09130444529385073,-1.9013775476590167,5.343933749072756,5.744960441244239
30,0.04824842979271645,-2.4194259414760397,5.465481517401254,6.424919753613742
31,-0.006892542006695285,-3.122392416675767,5.603492537302345,7.413828510604153
32,-0.07879371429861723,-4.105237437717163,5.765867062141099,8.881815437329859
33,-0.17246180591186902,-5.19033252572315,5.961572090733194,10.579957107920023
34,-0.2785463220460965,-5.096096967347926,6.177284817258006,10.482228710800616
35,-0.36937972437160566,-3.936559234336646,6.370607918289977,8.774606305851531
36,-0.4376330593134811,-2.926849408329945,6.5315472631808245,7.378609861843419
37,-0.4885139308711974,-2.1877005518654244,6.669519664280688,6.454303714267596
38,-0.5264655583535156,-1.6219995427518374,6.792218747745855,5.829238586673788
39,-0.5542236898784403,-1.1620200164599128,6.90436401083056,5.38657364719054
40,-0.5734859504140016,-0.7694002357952895,7.008878983495517,5.059365031050346
41,-0.5853637500598599,-0.42233882823952795,7.107646593166154,4.8078278245436366
42,-0.5906322454106212,-0.10821716164875267,7.201912136149616,4.606642169309862
43,-0.5898719659854256,0.1802198890110177,7.2925012223463614,4.438490794019097
44,-0.5835538497456912,0.4469030399335793,7.379942985966112,4.290705192827424
45,-0.5720931888098424,0.6936040577994486,7.464543486363687,4.153477050403078
46,-0.5558850747241166,0.9206661658728131,7.5464324120364115,4.01889962612914
47,-0.5353276524364728,1.127514949862845,7.625595662487428,3.880474150603888
48,-0.5108363918890072,1.313055751742383,7.701900984842692,3.732886068063188
49,-0.48285109521563035,1.4760060516304054,7.775120819848553,3.5719350022999827
50,-0.45183673849330686,1.6151794239916286,7.844954614584098,3.394540650784268
51,-0.4182791061303689,1.7297202330844639,7.911051528573777,3.1987680502688858
52,-0.38267628333072307,1.8192807328910099,7.97303348477942,2.983831166852631
53,-0.34552724937088086,1.8841321175511643,8.030517843512103,2.7500482864970595
54,-0.30731894340628585,1.9252060038207854,8.083138587445374,2.4987376426913714
55,-0.2685131707063442,1.9440701046470958,8.130564824622295,2.232055242625867
56,-0.2295345692396931,1.942848976481893,8.172515563894144,1.9527878884233798
57,-0.19076058633053689,1.92410569468175,8.208770051821634,1.6641208568889791
58,-0.1525140634230174,1.8907024455680828,8.239173386143769,1.3694018522853064
59,-0.11505869913743506,1.8456573094052875,8.263637508129495,1.0719211402025923
60,-0.07859725541949336,1.7920113458966997,8.282138131730868,0.7747227114674283
61,-0.04327228808148795,1.7327168885154642,8.294708222120509,0.48045697206417587
62,-0.00916880200157895,1.6705528414541886,8.301429026678099,0.19127779857789504
63,0.023681663567353888,1.608069707267906,8.302419447492069,-0.09121702319036398
64,0.055296152373521784,1.5475634660682194,8.297824620914465,-0.3660082500171282
65,0.08573514945376726,1.491075516392208,8.287804342636118,-0.6326493131274109
66,0.11509766626395658,1.4404147043166842,8.272521807229761,-0.8912427768217401
67,0.14351695510355436,1.3971974087300645,8.252132902726931,-1.1424103180129297
68,0.1711571794671667,1.3629025132631825,8.226776077267594,-1.3872673428799025
69,0.19821132185232485,1.3389396501003383,8.196562582454852,-1.627413267633416
70,0.22490059434075688,1.3267316895288122,8.161566648276482,-1.8649490088927527
71,0.2514756791660342,1.3278155283528361,8.12181493270311,-2.1025354447734776
72,0.2782202372111253,1.343970120421543,8.077274239835365,-2.343511442814533
73,0.3054573958438372,1.3773881817296374,8.02783602801991,-2.5921005133402146
74,0.33356030908483214,1.4309186598749501,7.973295560653378,-2.8537520782914374
75,0.36296868636790014,1.508428626546926,7.913322198754175,-3.135698671168554
76,0.39421441425332715,1.6153669168320715,7.847415266257856,-3.4478694142540243
77,0.42796159647223453,1.7596705260411296,7.774836138456909,-3.804404088737444
78,0.4650700123318763,1.9532385449133371,7.694500729946325,-4.2261705794808275
79,0.5066959037963589,2.214203837397989,7.6048073632729025,-4.744752530711338
80,0.5544432496644551,2.5693886540114947,7.5033731713813365,-5.407142473912202
81,0.6105202929859341,3.049765823933246,7.386739575699777,-6.270027440265489
82,0.6774362314448439,3.63509421037424,7.250775119996186,-7.313208214629084
83,0.7550633845189565,4.031301105173504,7.095288768117201,-8.080260403350481
84,0.8341139819592823,3.73485852316445,6.9345292218869155,-7.772853918968326
85,0.9018644095653715,3.0065686571491,6.788098857896012,-6.815941275901358
86,0.9549236102029743,2.309081469493393,6.660600905522344,-5.946232104416182
87,0.9952706426795085,1.7371700087101087,6.548225793840074,-5.303708517811519
88,1.0252157756878748,1.2650662720280077,6.446846593514038,-4.838194879384382
89,1.0464268454711896,0.8610112090235026,6.353512042842204,-4.492776929123407
90,1.0600309672381014,0.5029917070106555,6.266244152986205,-4.227316650052857
91,1.0668001355866625,0.17707767835604588,6.183728695397161,-4.014791287106818
92,1.0672846294850808,-0.12531653594007175,6.105103535738432,-3.836431861832666
93,1.0618998236764725,-0.40931350144650813,6.029827977692936,-3.6785209230820883
94,1.050982917637947,-0.6777451913325165,5.9576022061354195,-3.530500917290441
95,1.0348308299839435,-0.9319002318884644,5.888315815368011,-3.383894482484514
96,1.0137257125298311,-1.172036308511894,5.822012683582821,-3.2317115530921745
97,0.9879515804204783,-1.3977676085316582,5.758864541175092,-3.0681501076608093
98,0.9578039096278628,-1.6083859272518846,5.69914862679654,-2.888471613274858
99,0.9235932195159394,-1.8031424279722335,5.643226781274004,-2.688970707829462
100,0.8856433298237868,-1.9814974577183926,5.591524720191904,-2.4669787639966496
101,0.8442849574990792,-2.1433345641386694,5.54451130540736,-2.220853355905341
102,0.7998454522268976,-2.2891305140646905,5.502678489508042,-1.9499162967050074
103,0.7526356245063784,-2.420074689199045,5.466523243192471,-1.6543144376226548
104,0.7029346964190036,-2.5381378457493584,5.436533169240287,-1.3347896641462609
105,0.650974306619134,-2.6461003682944013,5.413177666434364,-0.9923552419437098
106,0.5969221804078544,-2.7475621760307822,5.396906495514744,-0.6278811866832427
107,0.5408655026196988,-2.846969573854761,5.388157567437215,-0.24158730032459197
108,0.4827931762219676,-2.949709594987417,5.3873759574223445,0.1675763480415921
109,0.4225749297088802,-3.0623444490254013,5.395046932985894,0.6027232322304158
110,0.3599334448202444,-3.1930976167806056,5.4117476893461145,1.070136944709765
111,0.2944027317463619,-3.352780883290063,5.438226595312205,1.580973209695858
112,0.22526084869154483,-3.5565036506342214,5.475526739269984,2.1541020370970827
113,0.15141573417139972,-3.826770229866855,5.525185646282353,2.821074547329715
114,0.07120834517106459,-4.198728619003791,5.58956676043296,3.6344580908385513
115,-0.017902862118730028,-4.72570859702974,5.672378503458407,4.676498846901237
116,-0.11959098213795434,-5.455801286443032,5.779075571082207,6.020314224626734
117,-0.23685113024542004,-6.196179993390723,5.913880373901396,7.343486998315897
118,-0.362325691756955,-6.134070259646511,6.06392024679143,7.308407745764269
119,-0.4774580005554729,-5.31511094059389,6.197948883166459,5.9952397949042435
120,-0.5758296290529895,-4.53682510591545,6.3048175897477465,4.723307447567577
121,-0.6606910415040873,-3.9630234820834898,6.38943759198167,3.7698553872136973
122,-0.7356789970045583,-3.541037970669592,6.457501673215752,3.054859166599714
123,-0.8032728069707656,-3.217981928179556,6.512915623984322,2.4964317914213834
124,-0.8650869708623591,-2.959825053300242,6.558253623446942,2.042645809182877
125,-0.9221932572123068,-2.745352454650455,6.595271241294606,1.6620080757164557
126,-0.9753208001345849,-2.5609138545197783,6.625224352831511,1.3350687794811398
127,-1.0249739212500668,-2.39734689007931,6.649056320852628,1.0494825702625639
128,-1.0715031322635753,-2.248251541381787,6.667509760811483,0.7972138157372263
129,-1.1151497438006814,-2.1090068230025256,6.681195248869964,0.5729153218183791
130,-1.1560752413680053,-1.9761938570409394,6.690634596350759,0.37294834016793316
131,-1.1943815926695183,-1.847246387037556,6.696288436563739,0.19476384223780863
132,-1.2301259755391092,-1.7202317012117547,6.698573718817768,0.03649623632490474
133,-1.2633319454771148,-1.5937076094442828,6.69787447584981,-0.1033116113553087
134,-1.293998224369295,-1.4666241415677337,6.694547996722709,-0.22589755531820643
135,-1.3221058057485602,-1.3382514769899494,6.68892783619425,-0.3324101426762602
136,-1.3476237825308732,-1.208123188573432,6.681324670016841,-0.4239957168172686
137,-1.3705141350631256,-1.0759884350534057,6.672025740818226,-0.5018535164536441
138,-1.3907356199337066,-0.9417696096324147,6.661293453556132,-0.5672665788397588
139,-1.4082468490703826,-0.8055237096816393,6.6493635417517405,-0.6216145451053571
140,-1.4230086256187269,-0.6674067070939153,6.636443117095083,-0.6663734143079881
141,-1.4349855939951932,-0.5276407783697104,6.622708816727035,-0.7031064579825234
142,-1.4441472623513933,-0.3864843985557266,6.608305192084776,-0.733449902053912
143,-1.4504684544131847,-0.24420532665503886,6.593343411510294,-0.7590963288397559
144,-1.453929248160234,-0.10105634614302383,6.577900297785664,-0.7817782219520595
145,-1.454514453106782,0.042746587682740825,6.562017677306598,-0.8032536079191845
146,-1.452212669000601,0.18704438497471296,6.545701982142182,-0.8252954039021327
147,-1.4470149546914999,0.3317538748322319,6.528924017203943,-0.8496858985391798
148,-1.4389131157054464,0.47688699121394945,6.51161877384925,-0.8782177805335852
149,-1.4278975945535781,0.6225714888091691,6.493685144142449,-0.9127033931175638
150,-1.413954916075655,0.7690749996984483,6.474985349548577,-0.9549944219709401
151,-1.3970645976897709,0.9168348306830346,6.4553438449661105,-1.0070151715610067
152,-1.377195378922631,1.0664968010898344,6.43454538320514,-1.0708141174296861
153,-1.3543005422189895,1.2189679575519448,6.412331803899869,-1.148640968146338
154,-1.3283119809782726,1.3754903665166023,6.388396934078019,-1.2430603321278473
155,-1.299132489976516,1.537747364632985,6.362378707494704,-1.3571198026397207
156,-1.2666254531125065,1.7080206595940692,6.333847136241532,-1.4946014502001959
157,-1.230600627638326,1.8894290885733924,6.302286019049762,-1.6604054440181555
158,-1.1907939269356915,2.0863009561291483,6.267065005596005,-1.8611481193891348
159,-1.1468376756045229,2.3047711571742378,6.227396371178283,-2.106119413045007
160,-1.0982154198891168,2.5537593904671363,6.182267052706446,-2.4088484385908804
161,-1.0441912944293896,2.8465810858554756,6.130329999222365,-2.7896774859233084
162,-0.983698328350089,3.203461834484326,6.069729992837093,-3.2797690238286563
163,-0.9151702470526741,3.654332143704725,5.997839854957026,-3.9254960481504053
164,-0.8363635580203242,4.2341931188963935,5.910985618787993,-4.780539610411247
165,-0.7446671565576981,4.9242811376919,5.804978991847887,-5.808891247654012
166,-0.6401569028534674,5.425285301072883,5.680167644843443,-6.511732128134202
167,-0.5319536735593142,5.258343323426896,5.551922965131222,-6.093417593163171
168,-0.43200324007778057,4.701094824041776,5.440416942393282,-5.004081866750077
169,-0.34313451326824124,4.189578858721021,5.350907147173957,-3.9595412524892173
170,-0.26318564543826,3.8099204336429726,5.280427635840626,-3.1038032663761514
171,-0.18972614630951823,3.5360338754969844,5.225508582069795,-2.3975216143209077
172,-0.12097215406299627,3.3356283062707868,5.18366848502286,-1.791502698851983
173,-0.05570229569580097,3.185061204351676,5.153268641320671,-1.2512004843306646
174,0.006907371688879067,3.0678397775793265,5.1332307519234766,-0.7544965713867446
175,0.0673996138450294,2.972024903518257,5.122830193957931,-0.2876282054133504
176,0.1261079898319043,2.8884480958958956,5.121559182624641,0.15765398196941155
177,0.1832007420841953,2.809647608680259,5.129035599779474,0.5858775024841729
178,0.2387084383284663,2.7292750959521515,5.144940834322598,0.9990122009513576
179,0.29254290646035147,2.641796891870097,5.168977220165751,1.397298973486057
180,0.3445121605752816,2.5423773005033925,5.2008402044301105,1.7799115502352076
181,0.39433414632925345,2.4268665528672324,5.240202879237861,2.145537792058036
182,0.4416507826900351,2.291833298498202,5.286711680415048,2.4929156183641785
183,0.4860426710773279,2.1345908950869967,5.339992427414998,2.8213284268296555
