,theta1,omega1,theta2,omega2
0,0.017453292519943295,0.0,3.651577861022536,0.0
1,0.018366957309803263,0.09110184929123619,3.6536662571880196,0.20838713827285976
2,0.021098086760163403,0.18121784035507285,3.6599272372162766,0.41635237306132056
3,0.025616927641305846,0.26934648003113876,3.670347946466719,0.6234509779856614
4,0.03187338237220922,0.35445675953504296,3.6849062137850277,0.8291946647639785
5,0.03979630334941394,0.43547752619468094,3.7035695016652745,1.0330348801325284
6,0.049292622499263104,0.5112917954869582,3.726293581735511,1.2343522496407362
7,0.06024642795673713,0.5807375664371892,3.753021075312857,1.4324542925492492
8,0.072518133841318,0.6426162030004294,3.7836800491195945,1.6265830303586855
9,0.08594390015210206,0.6957092749361958,3.818182873270933,1.8159340628487526
10,0.10033547556590221,0.7388037011043711,3.8564255829276957,1.9996875440963446
11,0.11548061527987286,0.7707242300258507,3.8982879701851703,2.177050628612222
12,0.1311442126574304,0.7903710004854837,3.9436346369073525,2.3473095926275067
13,0.1470702058314437,0.7967586152694704,3.9923171665906088,2.5098883406709556
14,0.16298424070779308,0.7890528940411993,4.044177482678967,2.664409641327952
15,0.1785970139939432,0.7665998684615551,4.099052439674586,2.8107539784408164
16,0.19360807565780877,0.7289426689695419,4.156779524666272,2.949112103918932
17,0.20770981441047412,0.6758220748216297,4.217203524602747,3.0800281100982656
18,0.2205912669968917,0.6071579391664536,4.2801839521710585,3.2044321310683888
19,0.23194134850278908,0.5230099434759039,4.345603034473127,3.3236644349417217
20,0.24145108449443387,0.42351732449208185,4.4133741374695745,3.439495941965908
21,0.24881442701530854,0.3088175716957344,4.483450633663983,3.554153581920734
22,0.2537272244380344,0.17894327949936803,4.555835425512383,3.6703629184741056
23,0.2558838809626436,0.03369376454062696,4.630591634453219,3.791425491833458
24,0.25497111890661617,-0.127527265771374,4.707855401690941,3.9213562797093995
25,0.2506580202468929,-0.3059256233901464,4.787852330124445,4.0651189638465315
26,0.24258099113299192,-0.5036163739182556,4.870920128590928,4.22902221901677
27,0.23032136555157456,-0.7240733014477739,4.957541661298175,4.42138645227233
28,0.21337155129432575,-0.97284997681794,5.048395666823877,4.653685619119216
29,0.1910821705721285,-1.258811347906808,5.144438193061203,4.942565152692422
30,0.16257561619801936,-1.5963675109326914,5.247039650564101,5.313567691487402
31,0.12659686457379898,-2.0097465806364356,5.358227213505999,5.808343696230836
32,0.08124178767115937,-2.5414105601749917,5.481135386169179,6.499044890761511
33,0.02345229939936295,-3.266988790127887,5.620860946806002,7.514675365767905
34,-0.051739817933377896,-4.294280401564039,5.78580396304445,9.04596188231519
35,-0.1498816628637453,-5.445683600530694,5.9858391739832975,10.845191763736274
36,-0.26094876013855833,-5.313107649015266,6.206619897836198,10.683079651570791
37,-0.35533158344817595,-4.083274345587271,6.402673516033569,8.861770425358593
38,-0.42623758411148677,-3.049626386234013,6.564895733691038,7.427121457028978
39,-0.47949290909297226,-2.303270447000939,6.703702042412318,6.4913383532380955
40,-0.5197338989947995,-1.7353388315896492,6.827109955603447,5.863891663102816
41,-0.5497550642995529,-1.2746448998019184,6.9399637861462224,5.423202015238637
42,-0.5712696351271125,-0.8815261833426566,7.045258214296385,5.100982306149508
43,-0.5853861346436879,-0.5335207399220409,7.144932008585671,4.857078969997221
44,-0.5928662667065582,-0.21758211179335807,7.240282666127542,4.666119935759646
45,-0.5942697630657571,0.07385990052740629,7.332188116872359,4.510829372308035
46,-0.5900412833100004,0.34496949158859624,7.421230710235801,4.378574743129165
47,-0.58056597672805,0.5976689276967964,7.507769883109821,4.259520171019495
48,-0.5662067179539463,0.8323552610011601,7.591987166008032,4.145627522244537
49,-0.547329461250149,1.0483950968505809,7.6739163878065355,4.030135518726779
50,-0.5243199026734746,1.244510223710509,7.753466526098265,3.9073227434958246
51,-0.4975930270954007,1.419107635059701,7.830441665761037,3.7724409433787756
52,-0.46759641451182676,1.5705735122415734,7.904560668700211,3.6217422438040137
53,-0.43480800777019263,1.697530899980157,7.9754778365820105,3.452542372435387
54,-0.39972916452443963,1.7990504747123033,8.042804812765523,3.263274590026749
55,-0.3628740644909734,1.8748015408135965,8.106133185797102,3.0535013891391514
56,-0.3247567699686294,1.9251342340527033,8.165056734638643,2.8238650220154837
57,-0.28587734687996585,1.9510917424701637,8.21919202208844,2.575972876130045
58,-0.2467083875038903,1.9543597779707311,8.26819610312161,2.3122262949882924
59,-0.20768306136202913,1.9371673443381119,8.31178037789033,2.035610445338177
60,-0.16918549621824602,1.9021564624670457,8.349720022135447,1.74946669315994
61,-0.1315439299437491,1.852238545273308,8.38185885716837,1.4572681051566294
62,-0.0950267507399621,1.7904528709107979,8.408109890019398,1.1624152111338542
63,-0.059841239692115245,1.7198387088450442,8.428452081919854,0.8680638017657603
64,-0.026134679156893166,1.6433289078439075,8.442924038792821,0.576991767147889
65,0.006002658845882022,1.563669127543117,8.45161544605103,0.2915072396966989
66,0.036533178673224906,1.4833638671140346,8.454657072247892,0.013396388711434018
67,0.06546680049743582,1.4046481819907215,8.452210079984187,-0.2560937153786228
68,0.09285547351888596,1.3294822232199064,8.444455294453586,-0.5162441880042544
69,0.11878777370214148,1.2595648696986448,8.431582899629507,-0.7668335047497277
70,0.1433839322123985,1.1963622815076969,8.41378287959986,-1.0080955638142552
71,0.16679155530609396,1.1411475130957507,8.391236345345689,-1.2406751320828133
72,0.18918221778325406,1.0950481466848696,8.364107704505058,-1.4655884738264757
73,0.21074907854129624,1.0591001377600364,8.332537517078014,-1.6841961766109164
74,0.23170563258885976,1.0343076073988389,8.29663571540872,-1.8981947820865264
75,0.252285733413332,1.0217102466231345,8.256474747370902,-2.109634166489161
76,0.2727450722396966,1.0224623752785114,8.212082045193505,-2.320969295030636
77,0.2933644236425601,1.0379312170643107,8.163431001916614,-2.5351590100670096
78,0.31445513716282986,1.069826286503543,8.110429362462595,-2.755831231371004
79,0.33636770646956904,1.120380740844774,8.052903361527369,-2.987547712665781
80,0.35950476341580756,1.1926187203914478,7.99057511175732,-3.2362248330809114
81,0.38434073396293467,1.2907666188701108,7.923029253381041,-3.509807865190924
82,0.4114519964969919,1.4209106323614884,7.849662149355733,-3.819374723774986
83,0.4415640589046479,1.5920753795430993,7.7696022472294795,-4.180976515760986
84,0.47562678138457637,1.8179975208137953,7.681582162081112,-4.618716162479779
85,0.5149343825481176,2.1198235463433885,7.5837319100516405,-5.169577217665784
86,0.5613018756014344,2.528474907270108,7.473266379504689,-5.888315178715878
87,0.6172055692232876,3.074223480695392,7.346197762786658,-6.8329946332533344
88,0.6850926539356067,3.692602840757252,7.198325812530372,-7.91679530200186
89,0.7628293379569897,3.9466312851087384,7.032424574553932,-8.457386188315649
90,0.8378446260681339,3.4374245917813337,6.8677170973282395,-7.825245731698167
91,0.8988792908712564,2.654963365771534,6.721192380230999,-6.807673349091377
92,0.9449624770002654,1.967224893323013,6.593471041985202,-5.981065817356471
93,0.9785854046334296,1.4068317350099089,6.479930181641885,-5.383098247359635
94,1.0019633983880667,0.9388134109539177,6.376631831925874,-4.947983254667869
95,1.0166257803953958,0.5329282876921375,6.280900780525974,-4.62028807675711
96,1.0236054959554486,0.16954543345756828,6.190985747884346,-4.3624809040585095
97,1.0236237863015065,-0.16334916929578047,6.10575595994713,-4.149208686690296
98,1.0172139119491606,-0.47286609425454396,6.0245078718120215,-3.9625703101326084
99,1.0048005508673286,-0.7629573715101262,5.946847213988449,-3.7892448804302488
100,0.986751316631913,-1.035511157772515,5.87261512543857,-3.618861258763751
101,0.9634103839933482,-1.2910795702863525,5.801838896789246,-3.4431075739397454
102,0.9351197104904393,-1.5294095411321336,5.734695818626909,-3.2552746872668754
103,0.9022307913297827,-1.7498667514322295,5.6714834417149556,-3.050049028876158
104,0.8651086150274533,-1.9517941304735449,5.612592529029555,-2.8234344398733398
105,0.8241289697757872,-2.134817455682592,5.558481016643832,-2.572717346312474
106,0.7796701720080833,-2.299095219723096,5.5096487887148795,-2.296411230642685
107,0.7321004114556751,-2.4455050113744465,5.466614171695624,-1.9941343566977443
108,0.6817620390826649,-2.5757621850544177,5.429893798717238,-1.6663924892865607
109,0.6289541195613886,-2.692476399627033,5.399987886886521,-1.3142553791736338
110,0.5739143248885429,-2.799165193461049,5.377373056035236,-0.9389284849914827
111,0.5168007150455415,-2.9002588649248664,5.362504734902403,-0.5412249302778679
112,0.4576731000043708,-3.0011470901344124,5.355831182080931,-0.1209310850803694
113,0.3964724810614865,-3.108337673332038,5.357821582569118,0.3239741738964703
